"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Year","Deaths","Population","Crude Rate"
"Both Sexes","All Races","Iowa","Both","10-14 yrs","1999","2017","Suicide Injury","2010","P","200903","."
"Both Sexes","All Races","Iowa","Both","10-14 yrs","1999","2017","Suicide Injury","2011","P","201917","."
"Both Sexes","All Races","Iowa","Both","10-14 yrs","1999","2017","Suicide Injury","2012","P","201840","."
"Both Sexes","All Races","Iowa","Both","10-14 yrs","1999","2017","Suicide Injury","2013","P","202318","."
"Both Sexes","All Races","Iowa","Both","10-14 yrs","1999","2017","Suicide Injury","2014","P","203025","."
"Both Sexes","All Races","Iowa","Both","10-14 yrs","1999","2017","Suicide Injury","2015","P","202873","."
"Both Sexes","All Races","Iowa","Both","10-14 yrs","1999","2017","Suicide Injury","2016","P","204158","."
"Both Sexes","All Races","Iowa","Both","10-14 yrs","1999","2017","Suicide Injury","2017","P","206604","."
"Both Sexes","All Races","Iowa","Both","10-14 yrs","1999","2017","Suicide Injury","","69","3904584","1.77"
"Both Sexes","All Races","Kansas","Both","10-14 yrs","1999","2017","Suicide Injury","1999","P","204242","."
"Both Sexes","All Races","Kansas","Both","10-14 yrs","1999","2017","Suicide Injury","2000","P","204694","."
"Both Sexes","All Races","Kansas","Both","10-14 yrs","1999","2017","Suicide Injury","2001","P","204021","."
"Both Sexes","All Races","Kansas","Both","10-14 yrs","1999","2017","Suicide Injury","2002","P","203075","."
"Both Sexes","All Races","Kansas","Both","10-14 yrs","1999","2017","Suicide Injury","2003","P","202543","."
"Both Sexes","All Races","Kansas","Both","10-14 yrs","1999","2017","Suicide Injury","2004","P","200231","."
"Both Sexes","All Races","Kansas","Both","10-14 yrs","1999","2017","Suicide Injury","2005","P","197574","."
"Both Sexes","All Races","Kansas","Both","10-14 yrs","1999","2017","Suicide Injury","2006","P","196898","."
"Both Sexes","All Races","Kansas","Both","10-14 yrs","1999","2017","Suicide Injury","2007","P","195701","."
"Both Sexes","All Races","Kansas","Both","10-14 yrs","1999","2017","Suicide Injury","2008","P","195555","."
"Both Sexes","All Races","Kansas","Both","10-14 yrs","1999","2017","Suicide Injury","2009","P","197613","."
"Both Sexes","All Races","Kansas","Both","10-14 yrs","1999","2017","Suicide Injury","2010","P","198884","."
"Both Sexes","All Races","Kansas","Both","10-14 yrs","1999","2017","Suicide Injury","2011","P","200297","."
"Both Sexes","All Races","Kansas","Both","10-14 yrs","1999","2017","Suicide Injury","2012","P","200585","."
"Both Sexes","All Races","Kansas","Both","10-14 yrs","1999","2017","Suicide Injury","2013","P","200751","."
"Both Sexes","All Races","Kansas","Both","10-14 yrs","1999","2017","Suicide Injury","2014","P","200503","."
"Both Sexes","All Races","Kansas","Both","10-14 yrs","1999","2017","Suicide Injury","2015","P","199496","."
"Both Sexes","All Races","Kansas","Both","10-14 yrs","1999","2017","Suicide Injury","2016","P","199108","."
"Both Sexes","All Races","Kansas","Both","10-14 yrs","1999","2017","Suicide Injury","2017","P","200285","."
"Both Sexes","All Races","Kansas","Both","10-14 yrs","1999","2017","Suicide Injury","","68","3802056","1.79"
"Both Sexes","All Races","Kentucky","Both","10-14 yrs","1999","2017","Suicide Injury","1999","P","279093","."
"Both Sexes","All Races","Kentucky","Both","10-14 yrs","1999","2017","Suicide Injury","2000","P","280352","."
"Both Sexes","All Races","Kentucky","Both","10-14 yrs","1999","2017","Suicide Injury","2001","P","282920","."
"Both Sexes","All Races","Kentucky","Both","10-14 yrs","1999","2017","Suicide Injury","2002","P","285966","."
"Both Sexes","All Races","Kentucky","Both","10-14 yrs","1999","2017","Suicide Injury","2003","P","288530","."
"Both Sexes","All Races","Kentucky","Both","10-14 yrs","1999","2017","Suicide Injury","2004","P","287818","."
"Both Sexes","All Races","Kentucky","Both","10-14 yrs","1999","2017","Suicide Injury","2005","P","286751","."
"Both Sexes","All Races","Kentucky","Both","10-14 yrs","1999","2017","Suicide Injury","2006","P","285818","."
"Both Sexes","All Races","Kentucky","Both","10-14 yrs","1999","2017","Suicide Injury","2007","P","283057","."
"Both Sexes","All Races","Kentucky","Both","10-14 yrs","1999","2017","Suicide Injury","2008","P","283043","."
"Both Sexes","All Races","Kentucky","Both","10-14 yrs","1999","2017","Suicide Injury","2009","P","283632","."
"Both Sexes","All Races","Kentucky","Both","10-14 yrs","1999","2017","Suicide Injury","2010","P","284149","."
"Both Sexes","All Races","Kentucky","Both","10-14 yrs","1999","2017","Suicide Injury","2011","P","286130","."
"Both Sexes","All Races","Kentucky","Both","10-14 yrs","1999","2017","Suicide Injury","2012","P","285580","."
"Both Sexes","All Races","Kentucky","Both","10-14 yrs","1999","2017","Suicide Injury","2013","P","284869","."
"Both Sexes","All Races","Kentucky","Both","10-14 yrs","1999","2017","Suicide Injury","2014","P","284049","."
"Both Sexes","All Races","Kentucky","Both","10-14 yrs","1999","2017","Suicide Injury","2015","P","282261","."
"Both Sexes","All Races","Kentucky","Both","10-14 yrs","1999","2017","Suicide Injury","2016","10","282177","3.54"
"Both Sexes","All Races","Kentucky","Both","10-14 yrs","1999","2017","Suicide Injury","2017","11","284346","3.87"
"Both Sexes","All Races","Kentucky","Both","10-14 yrs","1999","2017","Suicide Injury","","75","5400541","1.39"
"Both Sexes","All Races","Louisiana","Both","10-14 yrs","1999","2017","Suicide Injury","1999","P","350265","."
"Both Sexes","All Races","Louisiana","Both","10-14 yrs","1999","2017","Suicide Injury","2000","P","348535","."
"Both Sexes","All Races","Louisiana","Both","10-14 yrs","1999","2017","Suicide Injury","2001","P","346178","."
"Both Sexes","All Races","Louisiana","Both","10-14 yrs","1999","2017","Suicide Injury","2002","P","344486","."
"Both Sexes","All Races","Louisiana","Both","10-14 yrs","1999","2017","Suicide Injury","2003","P","345042","."
"Both Sexes","All Races","Louisiana","Both","10-14 yrs","1999","2017","Suicide Injury","2004","P","341716","."
"Both Sexes","All Races","Louisiana","Both","10-14 yrs","1999","2017","Suicide Injury","2005","P","336469","."
"Both Sexes","All Races","Louisiana","Both","10-14 yrs","1999","2017","Suicide Injury","2006","P","306045","."
"Both Sexes","All Races","Louisiana","Both","10-14 yrs","1999","2017","Suicide Injury","2007","P","305481","."
"Both Sexes","All Races","Louisiana","Both","10-14 yrs","1999","2017","Suicide Injury","2008","P","305089","."
"Both Sexes","All Races","Louisiana","Both","10-14 yrs","1999","2017","Suicide Injury","2009","P","304767","."
"Both Sexes","All Races","Louisiana","Both","10-14 yrs","1999","2017","Suicide Injury","2010","P","306836","."
"Both Sexes","All Races","Louisiana","Both","10-14 yrs","1999","2017","Suicide Injury","2011","P","310243","."
"Both Sexes","All Races","Louisiana","Both","10-14 yrs","1999","2017","Suicide Injury","2012","P","310026","."
"Both Sexes","All Races","Louisiana","Both","10-14 yrs","1999","2017","Suicide Injury","2013","11","308892","3.56"
"Both Sexes","All Races","Louisiana","Both","10-14 yrs","1999","2017","Suicide Injury","2014","P","307539","."
"Both Sexes","All Races","Louisiana","Both","10-14 yrs","1999","2017","Suicide Injury","2015","10","304914","3.28"
"Both Sexes","All Races","Louisiana","Both","10-14 yrs","1999","2017","Suicide Injury","2016","P","304187","."
"Both Sexes","All Races","Louisiana","Both","10-14 yrs","1999","2017","Suicide Injury","2017","P","306171","."
"Both Sexes","All Races","Louisiana","Both","10-14 yrs","1999","2017","Suicide Injury","","95","6092881","1.56"
"Both Sexes","All Races","Maine","Both","10-14 yrs","1999","2017","Suicide Injury","1999","P","92200","."
"Both Sexes","All Races","Maine","Both","10-14 yrs","1999","2017","Suicide Injury","2000","P","92494","."
"Both Sexes","All Races","Maine","Both","10-14 yrs","1999","2017","Suicide Injury","2001","P","92720","."
"Both Sexes","All Races","Maine","Both","10-14 yrs","1999","2017","Suicide Injury","2002","P","92614","."
"Both Sexes","All Races","Maine","Both","10-14 yrs","1999","2017","Suicide Injury","2003","P","91740","."
"Both Sexes","All Races","Maine","Both","10-14 yrs","1999","2017","Suicide Injury","2004","P","90119","."
"Both Sexes","All Races","Maine","Both","10-14 yrs","1999","2017","Suicide Injury","2005","P","87574","."
"Both Sexes","All Races","Maine","Both","10-14 yrs","1999","2017","Suicide Injury","2006","P","85366","."
"Both Sexes","All Races","Maine","Both","10-14 yrs","1999","2017","Suicide Injury","2007","P","83154","."
"Both Sexes","All Races","Maine","Both","10-14 yrs","1999","2017","Suicide Injury","2008","P","80956","."
"Both Sexes","All Races","Maine","Both","10-14 yrs","1999","2017","Suicide Injury","2009","P","79945","."
"Both Sexes","All Races","Maine","Both","10-14 yrs","1999","2017","Suicide Injury","2010","P","79013","."
"Both Sexes","All Races","Maine","Both","10-14 yrs","1999","2017","Suicide Injury","2011","P","77958","."
"Both Sexes","All Races","Maine","Both","10-14 yrs","1999","2017","Suicide Injury","2012","P","76863","."
"Both Sexes","All Races","Maine","Both","10-14 yrs","1999","2017","Suicide Injury","2013","P","75669","."
"Both Sexes","All Races","Maine","Both","10-14 yrs","1999","2017","Suicide Injury","2014","P","74732","."
"Both Sexes","All Races","Maine","Both","10-14 yrs","1999","2017","Suicide Injury","2015","P","73873","."
"Both Sexes","All Races","Maine","Both","10-14 yrs","1999","2017","Suicide Injury","2016","P","73397","."
"Both Sexes","All Races","Maine","Both","10-14 yrs","1999","2017","Suicide Injury","2017","P","73474","."
"Both Sexes","All Races","Maine","Both","10-14 yrs","1999","2017","Suicide Injury","","23","1573861","1.46"
"Both Sexes","All Races","Maryland","Both","10-14 yrs","1999","2017","Suicide Injury","1999","P","383228","."
"Both Sexes","All Races","Maryland","Both","10-14 yrs","1999","2017","Suicide Injury","2000","P","393853","."
"Both Sexes","All Races","Maryland","Both","10-14 yrs","1999","2017","Suicide Injury","2001","P","404445","."
"Both Sexes","All Races","Maryland","Both","10-14 yrs","1999","2017","Suicide Injury","2002","P","412329","."
"Both Sexes","All Races","Maryland","Both","10-14 yrs","1999","2017","Suicide Injury","2003","P","415003","."
"Both Sexes","All Races","Maryland","Both","10-14 yrs","1999","2017","Suicide Injury","2004","P","413112","."
"Both Sexes","All Races","Maryland","Both","10-14 yrs","1999","2017","Suicide Injury","2005","P","406845","."
"Both Sexes","All Races","Maryland","Both","10-14 yrs","1999","2017","Suicide Injury","2006","P","398974","."
"Both Sexes","All Races","Maryland","Both","10-14 yrs","1999","2017","Suicide Injury","2007","P","390548","."
"Both Sexes","All Races","Maryland","Both","10-14 yrs","1999","2017","Suicide Injury","2008","P","382653","."
"Both Sexes","All Races","Maryland","Both","10-14 yrs","1999","2017","Suicide Injury","2009","P","380428","."
"Both Sexes","All Races","Maryland","Both","10-14 yrs","1999","2017","Suicide Injury","2010","P","379034","."
"Both Sexes","All Races","Maryland","Both","10-14 yrs","1999","2017","Suicide Injury","2011","P","379264","."
"Both Sexes","All Races","Maryland","Both","10-14 yrs","1999","2017","Suicide Injury","2012","P","377850","."
"Both Sexes","All Races","Maryland","Both","10-14 yrs","1999","2017","Suicide Injury","2013","P","376549","."
"Both Sexes","All Races","Maryland","Both","10-14 yrs","1999","2017","Suicide Injury","2014","P","376722","."
"Both Sexes","All Races","Maryland","Both","10-14 yrs","1999","2017","Suicide Injury","2015","P","374442","."
"Both Sexes","All Races","Maryland","Both","10-14 yrs","1999","2017","Suicide Injury","2016","P","373877","."
"Both Sexes","All Races","Maryland","Both","10-14 yrs","1999","2017","Suicide Injury","2017","P","376701","."
"Both Sexes","All Races","Maryland","Both","10-14 yrs","1999","2017","Suicide Injury","","97","7395857","1.31"
"Both Sexes","All Races","Massachusetts","Both","10-14 yrs","1999","2017","Suicide Injury","1999","10","422958","2.36"
"Both Sexes","All Races","Massachusetts","Both","10-14 yrs","1999","2017","Suicide Injury","2000","P","432974","."
"Both Sexes","All Races","Massachusetts","Both","10-14 yrs","1999","2017","Suicide Injury","2001","P","441121","."
"Both Sexes","All Races","Massachusetts","Both","10-14 yrs","1999","2017","Suicide Injury","2002","P","444119","."
"Both Sexes","All Races","Massachusetts","Both","10-14 yrs","1999","2017","Suicide Injury","2003","P","443466","."
"Both Sexes","All Races","Massachusetts","Both","10-14 yrs","1999","2017","Suicide Injury","2004","P","438525","."
"Both Sexes","All Races","Massachusetts","Both","10-14 yrs","1999","2017","Suicide Injury","2005","P","429288","."
"Both Sexes","All Races","Massachusetts","Both","10-14 yrs","1999","2017","Suicide Injury","2006","P","420942","."
"Both Sexes","All Races","Massachusetts","Both","10-14 yrs","1999","2017","Suicide Injury","2007","P","414745","."
"Both Sexes","All Races","Massachusetts","Both","10-14 yrs","1999","2017","Suicide Injury","2008","P","409756","."
"Both Sexes","All Races","Massachusetts","Both","10-14 yrs","1999","2017","Suicide Injury","2009","P","407451","."
"Both Sexes","All Races","Massachusetts","Both","10-14 yrs","1999","2017","Suicide Injury","2010","P","405631","."
"Both Sexes","All Races","Massachusetts","Both","10-14 yrs","1999","2017","Suicide Injury","2011","P","402712","."
"Both Sexes","All Races","Massachusetts","Both","10-14 yrs","1999","2017","Suicide Injury","2012","P","400658","."
"Both Sexes","All Races","Massachusetts","Both","10-14 yrs","1999","2017","Suicide Injury","2013","P","399785","."
"Both Sexes","All Races","Massachusetts","Both","10-14 yrs","1999","2017","Suicide Injury","2014","P","398556","."
"Both Sexes","All Races","Massachusetts","Both","10-14 yrs","1999","2017","Suicide Injury","2015","P","394807","."
"Both Sexes","All Races","Massachusetts","Both","10-14 yrs","1999","2017","Suicide Injury","2016","P","391730","."
"Both Sexes","All Races","Massachusetts","Both","10-14 yrs","1999","2017","Suicide Injury","2017","P","390350","."
"Both Sexes","All Races","Massachusetts","Both","10-14 yrs","1999","2017","Suicide Injury","","75","7889574","0.95"
"Both Sexes","All Races","Michigan","Both","10-14 yrs","1999","2017","Suicide Injury","1999","13","737022","1.76"
"Both Sexes","All Races","Michigan","Both","10-14 yrs","1999","2017","Suicide Injury","2000","P","749494","."
"Both Sexes","All Races","Michigan","Both","10-14 yrs","1999","2017","Suicide Injury","2001","P","761910","."
"Both Sexes","All Races","Michigan","Both","10-14 yrs","1999","2017","Suicide Injury","2002","12","770306","1.56"
"Both Sexes","All Races","Michigan","Both","10-14 yrs","1999","2017","Suicide Injury","2003","11","770745","1.43"
"Both Sexes","All Races","Michigan","Both","10-14 yrs","1999","2017","Suicide Injury","2004","11","766696","1.43"
"Both Sexes","All Races","Michigan","Both","10-14 yrs","1999","2017","Suicide Injury","2005","P","749448","."
"Both Sexes","All Races","Michigan","Both","10-14 yrs","1999","2017","Suicide Injury","2006","P","730633","."
"Both Sexes","All Races","Michigan","Both","10-14 yrs","1999","2017","Suicide Injury","2007","P","711659","."
"Both Sexes","All Races","Michigan","Both","10-14 yrs","1999","2017","Suicide Injury","2008","P","696597","."
"Both Sexes","All Races","Michigan","Both","10-14 yrs","1999","2017","Suicide Injury","2009","P","684016","."
"Both Sexes","All Races","Michigan","Both","10-14 yrs","1999","2017","Suicide Injury","2010","11","675220","1.63"
"Both Sexes","All Races","Michigan","Both","10-14 yrs","1999","2017","Suicide Injury","2011","10","667746","1.5"
"Both Sexes","All Races","Michigan","Both","10-14 yrs","1999","2017","Suicide Injury","2012","15","658983","2.28"
"Both Sexes","All Races","Michigan","Both","10-14 yrs","1999","2017","Suicide Injury","2013","17","650668","2.61"
"Both Sexes","All Races","Michigan","Both","10-14 yrs","1999","2017","Suicide Injury","2014","20","643846","3.11"
"Both Sexes","All Races","Michigan","Both","10-14 yrs","1999","2017","Suicide Injury","2015","16","633493","2.53"
"Both Sexes","All Races","Michigan","Both","10-14 yrs","1999","2017","Suicide Injury","2016","15","625051","2.4"
"Both Sexes","All Races","Michigan","Both","10-14 yrs","1999","2017","Suicide Injury","2017","18","622193","2.89"
"Both Sexes","All Races","Michigan","Both","10-14 yrs","1999","2017","Suicide Injury","","218","13305726","1.64"
"Both Sexes","All Races","Minnesota","Both","10-14 yrs","1999","2017","Suicide Injury","1999","P","374016","."
"Both Sexes","All Races","Minnesota","Both","10-14 yrs","1999","2017","Suicide Injury","2000","P","376674","."
"Both Sexes","All Races","Minnesota","Both","10-14 yrs","1999","2017","Suicide Injury","2001","P","378149","."
"Both Sexes","All Races","Minnesota","Both","10-14 yrs","1999","2017","Suicide Injury","2002","P","378458","."
"Both Sexes","All Races","Minnesota","Both","10-14 yrs","1999","2017","Suicide Injury","2003","P","376274","."
"Both Sexes","All Races","Minnesota","Both","10-14 yrs","1999","2017","Suicide Injury","2004","P","372735","."
"Both Sexes","All Races","Minnesota","Both","10-14 yrs","1999","2017","Suicide Injury","2005","11","365866","3.01"
"Both Sexes","All Races","Minnesota","Both","10-14 yrs","1999","2017","Suicide Injury","2006","P","361903","."
"Both Sexes","All Races","Minnesota","Both","10-14 yrs","1999","2017","Suicide Injury","2007","P","357447","."
"Both Sexes","All Races","Minnesota","Both","10-14 yrs","1999","2017","Suicide Injury","2008","P","354831","."
"Both Sexes","All Races","Minnesota","Both","10-14 yrs","1999","2017","Suicide Injury","2009","P","352721","."
"Both Sexes","All Races","Minnesota","Both","10-14 yrs","1999","2017","Suicide Injury","2010","P","352342","."
"Both Sexes","All Races","Minnesota","Both","10-14 yrs","1999","2017","Suicide Injury","2011","12","353584","3.39"
"Both Sexes","All Races","Minnesota","Both","10-14 yrs","1999","2017","Suicide Injury","2012","P","353086","."
"Both Sexes","All Races","Minnesota","Both","10-14 yrs","1999","2017","Suicide Injury","2013","12","354907","3.38"
"Both Sexes","All Races","Minnesota","Both","10-14 yrs","1999","2017","Suicide Injury","2014","13","358147","3.63"
"Both Sexes","All Races","Minnesota","Both","10-14 yrs","1999","2017","Suicide Injury","2015","P","359212","."
"Both Sexes","All Races","Minnesota","Both","10-14 yrs","1999","2017","Suicide Injury","2016","P","361772","."
"Both Sexes","All Races","Minnesota","Both","10-14 yrs","1999","2017","Suicide Injury","2017","P","367227","."
"Both Sexes","All Races","Minnesota","Both","10-14 yrs","1999","2017","Suicide Injury","","139","6909351","2.01"
"Both Sexes","All Races","Mississippi","Both","10-14 yrs","1999","2017","Suicide Injury","1999","P","217856","."
"Both Sexes","All Races","Mississippi","Both","10-14 yrs","1999","2017","Suicide Injury","2000","P","219522","."
"Both Sexes","All Races","Mississippi","Both","10-14 yrs","1999","2017","Suicide Injury","2001","P","219870","."
"Both Sexes","All Races","Mississippi","Both","10-14 yrs","1999","2017","Suicide Injury","2002","P","220758","."
"Both Sexes","All Races","Mississippi","Both","10-14 yrs","1999","2017","Suicide Injury","2003","P","222566","."
"Both Sexes","All Races","Mississippi","Both","10-14 yrs","1999","2017","Suicide Injury","2004","P","221924","."
"Both Sexes","All Races","Mississippi","Both","10-14 yrs","1999","2017","Suicide Injury","2005","P","218772","."
"Both Sexes","All Races","Mississippi","Both","10-14 yrs","1999","2017","Suicide Injury","2006","P","215913","."
"Both Sexes","All Races","Mississippi","Both","10-14 yrs","1999","2017","Suicide Injury","2007","P","212808","."
"Both Sexes","All Races","Mississippi","Both","10-14 yrs","1999","2017","Suicide Injury","2008","P","209833","."
"Both Sexes","All Races","Mississippi","Both","10-14 yrs","1999","2017","Suicide Injury","2009","P","208412","."
"Both Sexes","All Races","Mississippi","Both","10-14 yrs","1999","2017","Suicide Injury","2010","P","208248","."
"Both Sexes","All Races","Mississippi","Both","10-14 yrs","1999","2017","Suicide Injury","2011","P","208911","."
"Both Sexes","All Races","Mississippi","Both","10-14 yrs","1999","2017","Suicide Injury","2012","P","207965","."
"Both Sexes","All Races","Mississippi","Both","10-14 yrs","1999","2017","Suicide Injury","2013","P","206373","."
"Both Sexes","All Races","Mississippi","Both","10-14 yrs","1999","2017","Suicide Injury","2014","P","205206","."
"Both Sexes","All Races","Mississippi","Both","10-14 yrs","1999","2017","Suicide Injury","2015","P","202992","."
"Both Sexes","All Races","Mississippi","Both","10-14 yrs","1999","2017","Suicide Injury","2016","P","202662","."
"Both Sexes","All Races","Mississippi","Both","10-14 yrs","1999","2017","Suicide Injury","2017","P","205268","."
"Both Sexes","All Races","Mississippi","Both","10-14 yrs","1999","2017","Suicide Injury","","54","4035859","1.34"
"Both Sexes","All Races","Missouri","Both","10-14 yrs","1999","2017","Suicide Injury","1999","P","410286","."
"Both Sexes","All Races","Missouri","Both","10-14 yrs","1999","2017","Suicide Injury","2000","P","413482","."
"Both Sexes","All Races","Missouri","Both","10-14 yrs","1999","2017","Suicide Injury","2001","P","415732","."
"Both Sexes","All Races","Missouri","Both","10-14 yrs","1999","2017","Suicide Injury","2002","P","418246","."
"Both Sexes","All Races","Missouri","Both","10-14 yrs","1999","2017","Suicide Injury","2003","P","419276","."
"Both Sexes","All Races","Missouri","Both","10-14 yrs","1999","2017","Suicide Injury","2004","P","417069","."
"Both Sexes","All Races","Missouri","Both","10-14 yrs","1999","2017","Suicide Injury","2005","P","410991","."
"Both Sexes","All Races","Missouri","Both","10-14 yrs","1999","2017","Suicide Injury","2006","P","406907","."
"Both Sexes","All Races","Missouri","Both","10-14 yrs","1999","2017","Suicide Injury","2007","P","401599","."
"Both Sexes","All Races","Missouri","Both","10-14 yrs","1999","2017","Suicide Injury","2008","P","398368","."
"Both Sexes","All Races","Missouri","Both","10-14 yrs","1999","2017","Suicide Injury","2009","P","397060","."
"Both Sexes","All Races","Missouri","Both","10-14 yrs","1999","2017","Suicide Injury","2010","P","396925","."
"Both Sexes","All Races","Missouri","Both","10-14 yrs","1999","2017","Suicide Injury","2011","P","396964","."
"Both Sexes","All Races","Missouri","Both","10-14 yrs","1999","2017","Suicide Injury","2012","P","394272","."
"Both Sexes","All Races","Missouri","Both","10-14 yrs","1999","2017","Suicide Injury","2013","P","392284","."
"Both Sexes","All Races","Missouri","Both","10-14 yrs","1999","2017","Suicide Injury","2014","P","390868","."
"Both Sexes","All Races","Missouri","Both","10-14 yrs","1999","2017","Suicide Injury","2015","10","388578","2.57"
"Both Sexes","All Races","Missouri","Both","10-14 yrs","1999","2017","Suicide Injury","2016","12","388608","3.09"
"Both Sexes","All Races","Missouri","Both","10-14 yrs","1999","2017","Suicide Injury","2017","12","390672","3.07"
"Both Sexes","All Races","Missouri","Both","10-14 yrs","1999","2017","Suicide Injury","","146","7648187","1.91"
"Both Sexes","All Races","Montana","Both","10-14 yrs","1999","2017","Suicide Injury","1999","P","69715","."
"Both Sexes","All Races","Montana","Both","10-14 yrs","1999","2017","Suicide Injury","2000","P","69423","."
"Both Sexes","All Races","Montana","Both","10-14 yrs","1999","2017","Suicide Injury","2001","P","68599","."
"Both Sexes","All Races","Montana","Both","10-14 yrs","1999","2017","Suicide Injury","2002","P","68041","."
"Both Sexes","All Races","Montana","Both","10-14 yrs","1999","2017","Suicide Injury","2003","P","66887","."
"Both Sexes","All Races","Montana","Both","10-14 yrs","1999","2017","Suicide Injury","2004","P","65968","."
"Both Sexes","All Races","Montana","Both","10-14 yrs","1999","2017","Suicide Injury","2005","P","64442","."
"Both Sexes","All Races","Montana","Both","10-14 yrs","1999","2017","Suicide Injury","2006","P","63317","."
"Both Sexes","All Races","Montana","Both","10-14 yrs","1999","2017","Suicide Injury","2007","P","62509","."
"Both Sexes","All Races","Montana","Both","10-14 yrs","1999","2017","Suicide Injury","2008","P","61949","."
"Both Sexes","All Races","Montana","Both","10-14 yrs","1999","2017","Suicide Injury","2009","P","61539","."
"Both Sexes","All Races","Montana","Both","10-14 yrs","1999","2017","Suicide Injury","2010","P","61124","."
"Both Sexes","All Races","Montana","Both","10-14 yrs","1999","2017","Suicide Injury","2011","P","61355","."
"Both Sexes","All Races","Montana","Both","10-14 yrs","1999","2017","Suicide Injury","2012","P","61348","."
"Both Sexes","All Races","Montana","Both","10-14 yrs","1999","2017","Suicide Injury","2013","P","61541","."
"Both Sexes","All Races","Montana","Both","10-14 yrs","1999","2017","Suicide Injury","2014","P","61930","."
"Both Sexes","All Races","Montana","Both","10-14 yrs","1999","2017","Suicide Injury","2015","P","62397","."
"Both Sexes","All Races","Montana","Both","10-14 yrs","1999","2017","Suicide Injury","2016","P","63063","."
"Both Sexes","All Races","Montana","Both","10-14 yrs","1999","2017","Suicide Injury","2017","P","64241","."
"Both Sexes","All Races","Montana","Both","10-14 yrs","1999","2017","Suicide Injury","","57","1219388","4.67"
"Both Sexes","All Races","Nebraska","Both","10-14 yrs","1999","2017","Suicide Injury","1999","P","129603","."
"Both Sexes","All Races","Nebraska","Both","10-14 yrs","1999","2017","Suicide Injury","2000","P","129251","."
"Both Sexes","All Races","Nebraska","Both","10-14 yrs","1999","2017","Suicide Injury","2001","P","128883","."
"Both Sexes","All Races","Nebraska","Both","10-14 yrs","1999","2017","Suicide Injury","2002","P","128853","."
"Both Sexes","All Races","Nebraska","Both","10-14 yrs","1999","2017","Suicide Injury","2003","P","128365","."
"Both Sexes","All Races","Nebraska","Both","10-14 yrs","1999","2017","Suicide Injury","2004","P","127717","."
"Both Sexes","All Races","Nebraska","Both","10-14 yrs","1999","2017","Suicide Injury","2005","P","125798","."
"Both Sexes","All Races","Nebraska","Both","10-14 yrs","1999","2017","Suicide Injury","2006","P","124213","."
"Both Sexes","All Races","Nebraska","Both","10-14 yrs","1999","2017","Suicide Injury","2007","P","122973","."
"Both Sexes","All Races","Nebraska","Both","10-14 yrs","1999","2017","Suicide Injury","2008","P","122239","."
"Both Sexes","All Races","Nebraska","Both","10-14 yrs","1999","2017","Suicide Injury","2009","P","122516","."
"Both Sexes","All Races","Nebraska","Both","10-14 yrs","1999","2017","Suicide Injury","2010","P","122705","."
"Both Sexes","All Races","Nebraska","Both","10-14 yrs","1999","2017","Suicide Injury","2011","P","124324","."
"Both Sexes","All Races","Nebraska","Both","10-14 yrs","1999","2017","Suicide Injury","2012","P","125759","."
"Both Sexes","All Races","Nebraska","Both","10-14 yrs","1999","2017","Suicide Injury","2013","P","127411","."
"Both Sexes","All Races","Nebraska","Both","10-14 yrs","1999","2017","Suicide Injury","2014","P","128985","."
"Both Sexes","All Races","Nebraska","Both","10-14 yrs","1999","2017","Suicide Injury","2015","P","130123","."
"Both Sexes","All Races","Nebraska","Both","10-14 yrs","1999","2017","Suicide Injury","2016","P","131370","."
"Both Sexes","All Races","Nebraska","Both","10-14 yrs","1999","2017","Suicide Injury","2017","P","132569","."
"Both Sexes","All Races","Nebraska","Both","10-14 yrs","1999","2017","Suicide Injury","","50","2413657","2.07"
"Both Sexes","All Races","Nevada","Both","10-14 yrs","1999","2017","Suicide Injury","1999","P","132843","."
"Both Sexes","All Races","Nevada","Both","10-14 yrs","1999","2017","Suicide Injury","2000","P","140903","."
"Both Sexes","All Races","Nevada","Both","10-14 yrs","1999","2017","Suicide Injury","2001","P","148220","."
"Both Sexes","All Races","Nevada","Both","10-14 yrs","1999","2017","Suicide Injury","2002","P","155641","."
"Both Sexes","All Races","Nevada","Both","10-14 yrs","1999","2017","Suicide Injury","2003","P","161977","."
"Both Sexes","All Races","Nevada","Both","10-14 yrs","1999","2017","Suicide Injury","2004","P","168641","."
"Both Sexes","All Races","Nevada","Both","10-14 yrs","1999","2017","Suicide Injury","2005","P","172504","."
"Both Sexes","All Races","Nevada","Both","10-14 yrs","1999","2017","Suicide Injury","2006","P","177274","."
"Both Sexes","All Races","Nevada","Both","10-14 yrs","1999","2017","Suicide Injury","2007","P","180806","."
"Both Sexes","All Races","Nevada","Both","10-14 yrs","1999","2017","Suicide Injury","2008","P","181778","."
"Both Sexes","All Races","Nevada","Both","10-14 yrs","1999","2017","Suicide Injury","2009","P","182792","."
"Both Sexes","All Races","Nevada","Both","10-14 yrs","1999","2017","Suicide Injury","2010","P","183193","."
"Both Sexes","All Races","Nevada","Both","10-14 yrs","1999","2017","Suicide Injury","2011","P","182463","."
"Both Sexes","All Races","Nevada","Both","10-14 yrs","1999","2017","Suicide Injury","2012","P","182230","."
"Both Sexes","All Races","Nevada","Both","10-14 yrs","1999","2017","Suicide Injury","2013","P","183130","."
