"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Year","Deaths","Population","Crude Rate"
"Males","All Races","Rhode Island","Both","25-29 yrs","1999","2017","Suicide Injury","2013","P","35538","."
"Males","All Races","Rhode Island","Both","25-29 yrs","1999","2017","Suicide Injury","2014","P","36705","."
"Males","All Races","Rhode Island","Both","25-29 yrs","1999","2017","Suicide Injury","2015","P","38012","."
"Males","All Races","Rhode Island","Both","25-29 yrs","1999","2017","Suicide Injury","2016","P","38918","."
"Males","All Races","Rhode Island","Both","25-29 yrs","1999","2017","Suicide Injury","2017","11","39121","28.12"
"Males","All Races","Rhode Island","Both","25-29 yrs","1999","2017","Suicide Injury","","112","647482","17.3"
"Males","All Races","South Carolina","Both","25-29 yrs","1999","2017","Suicide Injury","1999","18","140445","12.82"
"Males","All Races","South Carolina","Both","25-29 yrs","1999","2017","Suicide Injury","2000","27","137536","19.63"
"Males","All Races","South Carolina","Both","25-29 yrs","1999","2017","Suicide Injury","2001","40","132862","30.11"
"Males","All Races","South Carolina","Both","25-29 yrs","1999","2017","Suicide Injury","2002","28","132402","21.15"
"Males","All Races","South Carolina","Both","25-29 yrs","1999","2017","Suicide Injury","2003","29","132740","21.85"
"Males","All Races","South Carolina","Both","25-29 yrs","1999","2017","Suicide Injury","2004","27","135689","19.9"
"Males","All Races","South Carolina","Both","25-29 yrs","1999","2017","Suicide Injury","2005","28","138988","20.15"
"Males","All Races","South Carolina","Both","25-29 yrs","1999","2017","Suicide Injury","2006","34","144176","23.58"
"Males","All Races","South Carolina","Both","25-29 yrs","1999","2017","Suicide Injury","2007","32","146362","21.86"
"Males","All Races","South Carolina","Both","25-29 yrs","1999","2017","Suicide Injury","2008","25","150248","16.64"
"Males","All Races","South Carolina","Both","25-29 yrs","1999","2017","Suicide Injury","2009","35","151354","23.12"
"Males","All Races","South Carolina","Both","25-29 yrs","1999","2017","Suicide Injury","2010","43","151619","28.36"
"Males","All Races","South Carolina","Both","25-29 yrs","1999","2017","Suicide Injury","2011","37","151359","24.45"
"Males","All Races","South Carolina","Both","25-29 yrs","1999","2017","Suicide Injury","2012","41","152177","26.94"
"Males","All Races","South Carolina","Both","25-29 yrs","1999","2017","Suicide Injury","2013","39","153906","25.34"
"Males","All Races","South Carolina","Both","25-29 yrs","1999","2017","Suicide Injury","2014","44","158768","27.71"
"Males","All Races","South Carolina","Both","25-29 yrs","1999","2017","Suicide Injury","2015","51","164233","31.05"
"Males","All Races","South Carolina","Both","25-29 yrs","1999","2017","Suicide Injury","2016","48","169774","28.27"
"Males","All Races","South Carolina","Both","25-29 yrs","1999","2017","Suicide Injury","2017","67","173929","38.52"
"Males","All Races","South Carolina","Both","25-29 yrs","1999","2017","Suicide Injury","","693","2818567","24.59"
"Males","All Races","South Dakota","Both","25-29 yrs","1999","2017","Suicide Injury","1999","P","22885","."
"Males","All Races","South Dakota","Both","25-29 yrs","1999","2017","Suicide Injury","2000","P","22854","."
"Males","All Races","South Dakota","Both","25-29 yrs","1999","2017","Suicide Injury","2001","P","22435","."
"Males","All Races","South Dakota","Both","25-29 yrs","1999","2017","Suicide Injury","2002","P","22502","."
"Males","All Races","South Dakota","Both","25-29 yrs","1999","2017","Suicide Injury","2003","P","22701","."
"Males","All Races","South Dakota","Both","25-29 yrs","1999","2017","Suicide Injury","2004","11","23492","46.82"
"Males","All Races","South Dakota","Both","25-29 yrs","1999","2017","Suicide Injury","2005","P","24163","."
"Males","All Races","South Dakota","Both","25-29 yrs","1999","2017","Suicide Injury","2006","P","25033","."
"Males","All Races","South Dakota","Both","25-29 yrs","1999","2017","Suicide Injury","2007","10","26555","37.66"
"Males","All Races","South Dakota","Both","25-29 yrs","1999","2017","Suicide Injury","2008","10","27459","36.42"
"Males","All Races","South Dakota","Both","25-29 yrs","1999","2017","Suicide Injury","2009","11","28546","38.53"
"Males","All Races","South Dakota","Both","25-29 yrs","1999","2017","Suicide Injury","2010","P","28959","."
"Males","All Races","South Dakota","Both","25-29 yrs","1999","2017","Suicide Injury","2011","P","29080","."
"Males","All Races","South Dakota","Both","25-29 yrs","1999","2017","Suicide Injury","2012","10","29113","34.35"
"Males","All Races","South Dakota","Both","25-29 yrs","1999","2017","Suicide Injury","2013","P","29182","."
"Males","All Races","South Dakota","Both","25-29 yrs","1999","2017","Suicide Injury","2014","12","29356","40.88"
"Males","All Races","South Dakota","Both","25-29 yrs","1999","2017","Suicide Injury","2015","14","29173","47.99"
"Males","All Races","South Dakota","Both","25-29 yrs","1999","2017","Suicide Injury","2016","13","29231","44.47"
"Males","All Races","South Dakota","Both","25-29 yrs","1999","2017","Suicide Injury","2017","19","29968","63.4"
"Males","All Races","South Dakota","Both","25-29 yrs","1999","2017","Suicide Injury","","176","502687","35.01"
"Males","All Races","Tennessee","Both","25-29 yrs","1999","2017","Suicide Injury","1999","69","204416","33.75"
"Males","All Races","Tennessee","Both","25-29 yrs","1999","2017","Suicide Injury","2000","38","201954","18.82"
"Males","All Races","Tennessee","Both","25-29 yrs","1999","2017","Suicide Injury","2001","41","194207","21.11"
"Males","All Races","Tennessee","Both","25-29 yrs","1999","2017","Suicide Injury","2002","58","190384","30.46"
"Males","All Races","Tennessee","Both","25-29 yrs","1999","2017","Suicide Injury","2003","51","189477","26.92"
"Males","All Races","Tennessee","Both","25-29 yrs","1999","2017","Suicide Injury","2004","61","193625","31.5"
"Males","All Races","Tennessee","Both","25-29 yrs","1999","2017","Suicide Injury","2005","52","198535","26.19"
"Males","All Races","Tennessee","Both","25-29 yrs","1999","2017","Suicide Injury","2006","52","204431","25.44"
"Males","All Races","Tennessee","Both","25-29 yrs","1999","2017","Suicide Injury","2007","48","209620","22.9"
"Males","All Races","Tennessee","Both","25-29 yrs","1999","2017","Suicide Injury","2008","63","208280","30.25"
"Males","All Races","Tennessee","Both","25-29 yrs","1999","2017","Suicide Injury","2009","47","208945","22.49"
"Males","All Races","Tennessee","Both","25-29 yrs","1999","2017","Suicide Injury","2010","68","206998","32.85"
"Males","All Races","Tennessee","Both","25-29 yrs","1999","2017","Suicide Injury","2011","64","206395","31.01"
"Males","All Races","Tennessee","Both","25-29 yrs","1999","2017","Suicide Injury","2012","47","207932","22.6"
"Males","All Races","Tennessee","Both","25-29 yrs","1999","2017","Suicide Injury","2013","47","209601","22.42"
"Males","All Races","Tennessee","Both","25-29 yrs","1999","2017","Suicide Injury","2014","50","215669","23.18"
"Males","All Races","Tennessee","Both","25-29 yrs","1999","2017","Suicide Injury","2015","64","223399","28.65"
"Males","All Races","Tennessee","Both","25-29 yrs","1999","2017","Suicide Injury","2016","71","232305","30.56"
"Males","All Races","Tennessee","Both","25-29 yrs","1999","2017","Suicide Injury","2017","72","240885","29.89"
"Males","All Races","Tennessee","Both","25-29 yrs","1999","2017","Suicide Injury","","1063","3947058","26.93"
"Males","All Races","Texas","Both","25-29 yrs","1999","2017","Suicide Injury","1999","142","800999","17.73"
"Males","All Races","Texas","Both","25-29 yrs","1999","2017","Suicide Injury","2000","157","811002","19.36"
"Males","All Races","Texas","Both","25-29 yrs","1999","2017","Suicide Injury","2001","155","802799","19.31"
"Males","All Races","Texas","Both","25-29 yrs","1999","2017","Suicide Injury","2002","161","801781","20.08"
"Males","All Races","Texas","Both","25-29 yrs","1999","2017","Suicide Injury","2003","160","800789","19.98"
"Males","All Races","Texas","Both","25-29 yrs","1999","2017","Suicide Injury","2004","168","812073","20.69"
"Males","All Races","Texas","Both","25-29 yrs","1999","2017","Suicide Injury","2005","169","831599","20.32"
"Males","All Races","Texas","Both","25-29 yrs","1999","2017","Suicide Injury","2006","154","859198","17.92"
"Males","All Races","Texas","Both","25-29 yrs","1999","2017","Suicide Injury","2007","153","886786","17.25"
"Males","All Races","Texas","Both","25-29 yrs","1999","2017","Suicide Injury","2008","180","914368","19.69"
"Males","All Races","Texas","Both","25-29 yrs","1999","2017","Suicide Injury","2009","198","931677","21.25"
"Males","All Races","Texas","Both","25-29 yrs","1999","2017","Suicide Injury","2010","202","938982","21.51"
"Males","All Races","Texas","Both","25-29 yrs","1999","2017","Suicide Injury","2011","206","954569","21.58"
"Males","All Races","Texas","Both","25-29 yrs","1999","2017","Suicide Injury","2012","210","967999","21.69"
"Males","All Races","Texas","Both","25-29 yrs","1999","2017","Suicide Injury","2013","244","980469","24.89"
"Males","All Races","Texas","Both","25-29 yrs","1999","2017","Suicide Injury","2014","239","1004754","23.79"
"Males","All Races","Texas","Both","25-29 yrs","1999","2017","Suicide Injury","2015","241","1032510","23.34"
"Males","All Races","Texas","Both","25-29 yrs","1999","2017","Suicide Injury","2016","284","1057730","26.85"
"Males","All Races","Texas","Both","25-29 yrs","1999","2017","Suicide Injury","2017","299","1081131","27.66"
"Males","All Races","Texas","Both","25-29 yrs","1999","2017","Suicide Injury","","3722","17271215","21.55"
"Males","All Races","Utah","Both","25-29 yrs","1999","2017","Suicide Injury","1999","17","89850","18.92"
"Males","All Races","Utah","Both","25-29 yrs","1999","2017","Suicide Injury","2000","17","92535","18.37"
"Males","All Races","Utah","Both","25-29 yrs","1999","2017","Suicide Injury","2001","21","91539","22.94"
"Males","All Races","Utah","Both","25-29 yrs","1999","2017","Suicide Injury","2002","39","92798","42.03"
"Males","All Races","Utah","Both","25-29 yrs","1999","2017","Suicide Injury","2003","26","95228","27.3"
"Males","All Races","Utah","Both","25-29 yrs","1999","2017","Suicide Injury","2004","33","99196","33.27"
"Males","All Races","Utah","Both","25-29 yrs","1999","2017","Suicide Injury","2005","37","100713","36.74"
"Males","All Races","Utah","Both","25-29 yrs","1999","2017","Suicide Injury","2006","35","108343","32.3"
"Males","All Races","Utah","Both","25-29 yrs","1999","2017","Suicide Injury","2007","40","113831","35.14"
"Males","All Races","Utah","Both","25-29 yrs","1999","2017","Suicide Injury","2008","28","116669","24"
"Males","All Races","Utah","Both","25-29 yrs","1999","2017","Suicide Injury","2009","43","116895","36.79"
"Males","All Races","Utah","Both","25-29 yrs","1999","2017","Suicide Injury","2010","56","118425","47.29"
"Males","All Races","Utah","Both","25-29 yrs","1999","2017","Suicide Injury","2011","32","114096","28.05"
"Males","All Races","Utah","Both","25-29 yrs","1999","2017","Suicide Injury","2012","41","110327","37.16"
"Males","All Races","Utah","Both","25-29 yrs","1999","2017","Suicide Injury","2013","47","108685","43.24"
"Males","All Races","Utah","Both","25-29 yrs","1999","2017","Suicide Injury","2014","38","109880","34.58"
"Males","All Races","Utah","Both","25-29 yrs","1999","2017","Suicide Injury","2015","41","111792","36.68"
"Males","All Races","Utah","Both","25-29 yrs","1999","2017","Suicide Injury","2016","43","117396","36.63"
"Males","All Races","Utah","Both","25-29 yrs","1999","2017","Suicide Injury","2017","57","122990","46.35"
"Males","All Races","Utah","Both","25-29 yrs","1999","2017","Suicide Injury","","691","2031188","34.02"
"Males","All Races","Vermont","Both","25-29 yrs","1999","2017","Suicide Injury","1999","P","17972","."
"Males","All Races","Vermont","Both","25-29 yrs","1999","2017","Suicide Injury","2000","P","16890","."
"Males","All Races","Vermont","Both","25-29 yrs","1999","2017","Suicide Injury","2001","P","16023","."
"Males","All Races","Vermont","Both","25-29 yrs","1999","2017","Suicide Injury","2002","P","15775","."
"Males","All Races","Vermont","Both","25-29 yrs","1999","2017","Suicide Injury","2003","P","15670","."
"Males","All Races","Vermont","Both","25-29 yrs","1999","2017","Suicide Injury","2004","P","15614","."
"Males","All Races","Vermont","Both","25-29 yrs","1999","2017","Suicide Injury","2005","P","15821","."
"Males","All Races","Vermont","Both","25-29 yrs","1999","2017","Suicide Injury","2006","P","16150","."
"Males","All Races","Vermont","Both","25-29 yrs","1999","2017","Suicide Injury","2007","P","16763","."
"Males","All Races","Vermont","Both","25-29 yrs","1999","2017","Suicide Injury","2008","P","17036","."
"Males","All Races","Vermont","Both","25-29 yrs","1999","2017","Suicide Injury","2009","P","17319","."
"Males","All Races","Vermont","Both","25-29 yrs","1999","2017","Suicide Injury","2010","P","17713","."
"Males","All Races","Vermont","Both","25-29 yrs","1999","2017","Suicide Injury","2011","P","17867","."
"Males","All Races","Vermont","Both","25-29 yrs","1999","2017","Suicide Injury","2012","P","17824","."
"Males","All Races","Vermont","Both","25-29 yrs","1999","2017","Suicide Injury","2013","P","18087","."
"Males","All Races","Vermont","Both","25-29 yrs","1999","2017","Suicide Injury","2014","P","18110","."
"Males","All Races","Vermont","Both","25-29 yrs","1999","2017","Suicide Injury","2015","P","18335","."
"Males","All Races","Vermont","Both","25-29 yrs","1999","2017","Suicide Injury","2016","P","18714","."
"Males","All Races","Vermont","Both","25-29 yrs","1999","2017","Suicide Injury","2017","12","19006","63.14"
"Males","All Races","Vermont","Both","25-29 yrs","1999","2017","Suicide Injury","","112","326689","34.28"
"Males","All Races","Virginia","Both","25-29 yrs","1999","2017","Suicide Injury","1999","50","254441","19.65"
"Males","All Races","Virginia","Both","25-29 yrs","1999","2017","Suicide Injury","2000","49","250680","19.55"
"Males","All Races","Virginia","Both","25-29 yrs","1999","2017","Suicide Injury","2001","47","243538","19.3"
"Males","All Races","Virginia","Both","25-29 yrs","1999","2017","Suicide Injury","2002","50","239586","20.87"
"Males","All Races","Virginia","Both","25-29 yrs","1999","2017","Suicide Injury","2003","52","238575","21.8"
"Males","All Races","Virginia","Both","25-29 yrs","1999","2017","Suicide Injury","2004","42","242953","17.29"
"Males","All Races","Virginia","Both","25-29 yrs","1999","2017","Suicide Injury","2005","49","248826","19.69"
"Males","All Races","Virginia","Both","25-29 yrs","1999","2017","Suicide Injury","2006","54","256926","21.02"
"Males","All Races","Virginia","Both","25-29 yrs","1999","2017","Suicide Injury","2007","42","265167","15.84"
"Males","All Races","Virginia","Both","25-29 yrs","1999","2017","Suicide Injury","2008","54","274395","19.68"
"Males","All Races","Virginia","Both","25-29 yrs","1999","2017","Suicide Injury","2009","54","280297","19.27"
"Males","All Races","Virginia","Both","25-29 yrs","1999","2017","Suicide Injury","2010","78","283970","27.47"
"Males","All Races","Virginia","Both","25-29 yrs","1999","2017","Suicide Injury","2011","71","288826","24.58"
"Males","All Races","Virginia","Both","25-29 yrs","1999","2017","Suicide Injury","2012","74","291342","25.4"
"Males","All Races","Virginia","Both","25-29 yrs","1999","2017","Suicide Injury","2013","69","293533","23.51"
"Males","All Races","Virginia","Both","25-29 yrs","1999","2017","Suicide Injury","2014","63","296205","21.27"
"Males","All Races","Virginia","Both","25-29 yrs","1999","2017","Suicide Injury","2015","71","298912","23.75"
"Males","All Races","Virginia","Both","25-29 yrs","1999","2017","Suicide Injury","2016","78","301579","25.86"
"Males","All Races","Virginia","Both","25-29 yrs","1999","2017","Suicide Injury","2017","82","305724","26.82"
"Males","All Races","Virginia","Both","25-29 yrs","1999","2017","Suicide Injury","","1129","5155475","21.9"
"Males","All Races","Washington","Both","25-29 yrs","1999","2017","Suicide Injury","1999","49","206230","23.76"
"Males","All Races","Washington","Both","25-29 yrs","1999","2017","Suicide Injury","2000","36","205756","17.5"
"Males","All Races","Washington","Both","25-29 yrs","1999","2017","Suicide Injury","2001","49","201193","24.35"
"Males","All Races","Washington","Both","25-29 yrs","1999","2017","Suicide Injury","2002","49","199796","24.53"
"Males","All Races","Washington","Both","25-29 yrs","1999","2017","Suicide Injury","2003","37","200538","18.45"
"Males","All Races","Washington","Both","25-29 yrs","1999","2017","Suicide Injury","2004","43","203954","21.08"
"Males","All Races","Washington","Both","25-29 yrs","1999","2017","Suicide Injury","2005","52","210173","24.74"
"Males","All Races","Washington","Both","25-29 yrs","1999","2017","Suicide Injury","2006","47","221000","21.27"
"Males","All Races","Washington","Both","25-29 yrs","1999","2017","Suicide Injury","2007","41","227503","18.02"
"Males","All Races","Washington","Both","25-29 yrs","1999","2017","Suicide Injury","2008","70","238717","29.32"
"Males","All Races","Washington","Both","25-29 yrs","1999","2017","Suicide Injury","2009","58","245262","23.65"
"Males","All Races","Washington","Both","25-29 yrs","1999","2017","Suicide Injury","2010","60","245014","24.49"
"Males","All Races","Washington","Both","25-29 yrs","1999","2017","Suicide Injury","2011","73","248416","29.39"
"Males","All Races","Washington","Both","25-29 yrs","1999","2017","Suicide Injury","2012","73","250182","29.18"
"Males","All Races","Washington","Both","25-29 yrs","1999","2017","Suicide Injury","2013","79","253806","31.13"
"Males","All Races","Washington","Both","25-29 yrs","1999","2017","Suicide Injury","2014","79","262096","30.14"
"Males","All Races","Washington","Both","25-29 yrs","1999","2017","Suicide Injury","2015","64","272758","23.46"
"Males","All Races","Washington","Both","25-29 yrs","1999","2017","Suicide Injury","2016","82","285732","28.7"
"Males","All Races","Washington","Both","25-29 yrs","1999","2017","Suicide Injury","2017","76","297787","25.52"
"Males","All Races","Washington","Both","25-29 yrs","1999","2017","Suicide Injury","","1117","4475913","24.96"
"Males","All Races","West Virginia","Both","25-29 yrs","1999","2017","Suicide Injury","1999","17","57723","29.45"
"Males","All Races","West Virginia","Both","25-29 yrs","1999","2017","Suicide Injury","2000","13","56380","23.06"
"Males","All Races","West Virginia","Both","25-29 yrs","1999","2017","Suicide Injury","2001","20","53840","37.15"
"Males","All Races","West Virginia","Both","25-29 yrs","1999","2017","Suicide Injury","2002","14","53657","26.09"
"Males","All Races","West Virginia","Both","25-29 yrs","1999","2017","Suicide Injury","2003","14","53625","26.11"
"Males","All Races","West Virginia","Both","25-29 yrs","1999","2017","Suicide Injury","2004","19","54209","35.05"
"Males","All Races","West Virginia","Both","25-29 yrs","1999","2017","Suicide Injury","2005","13","55134","23.58"
"Males","All Races","West Virginia","Both","25-29 yrs","1999","2017","Suicide Injury","2006","11","56580","19.44"
"Males","All Races","West Virginia","Both","25-29 yrs","1999","2017","Suicide Injury","2007","26","56052","46.39"
"Males","All Races","West Virginia","Both","25-29 yrs","1999","2017","Suicide Injury","2008","10","56254","17.78"
"Males","All Races","West Virginia","Both","25-29 yrs","1999","2017","Suicide Injury","2009","20","55823","35.83"
"Males","All Races","West Virginia","Both","25-29 yrs","1999","2017","Suicide Injury","2010","16","55073","29.05"
"Males","All Races","West Virginia","Both","25-29 yrs","1999","2017","Suicide Injury","2011","16","54748","29.22"
"Males","All Races","West Virginia","Both","25-29 yrs","1999","2017","Suicide Injury","2012","17","54581","31.15"
"Males","All Races","West Virginia","Both","25-29 yrs","1999","2017","Suicide Injury","2013","19","54447","34.9"
"Males","All Races","West Virginia","Both","25-29 yrs","1999","2017","Suicide Injury","2014","21","55230","38.02"
"Males","All Races","West Virginia","Both","25-29 yrs","1999","2017","Suicide Injury","2015","15","56458","26.57"
"Males","All Races","West Virginia","Both","25-29 yrs","1999","2017","Suicide Injury","2016","16","57698","27.73"
"Males","All Races","West Virginia","Both","25-29 yrs","1999","2017","Suicide Injury","2017","17","58240","29.19"
"Males","All Races","West Virginia","Both","25-29 yrs","1999","2017","Suicide Injury","","314","1055752","29.74"
"Males","All Races","Wisconsin","Both","25-29 yrs","1999","2017","Suicide Injury","1999","37","172128","21.5"
"Males","All Races","Wisconsin","Both","25-29 yrs","1999","2017","Suicide Injury","2000","46","169008","27.22"
"Males","All Races","Wisconsin","Both","25-29 yrs","1999","2017","Suicide Injury","2001","38","164038","23.17"
"Males","All Races","Wisconsin","Both","25-29 yrs","1999","2017","Suicide Injury","2002","35","162627","21.52"
"Males","All Races","Wisconsin","Both","25-29 yrs","1999","2017","Suicide Injury","2003","43","164088","26.21"
"Males","All Races","Wisconsin","Both","25-29 yrs","1999","2017","Suicide Injury","2004","35","167627","20.88"
"Males","All Races","Wisconsin","Both","25-29 yrs","1999","2017","Suicide Injury","2005","54","170588","31.66"
"Males","All Races","Wisconsin","Both","25-29 yrs","1999","2017","Suicide Injury","2006","41","175463","23.37"
"Males","All Races","Wisconsin","Both","25-29 yrs","1999","2017","Suicide Injury","2007","46","181565","25.34"
"Males","All Races","Wisconsin","Both","25-29 yrs","1999","2017","Suicide Injury","2008","56","186775","29.98"
"Males","All Races","Wisconsin","Both","25-29 yrs","1999","2017","Suicide Injury","2009","39","188025","20.74"
"Males","All Races","Wisconsin","Both","25-29 yrs","1999","2017","Suicide Injury","2010","54","189349","28.52"
"Males","All Races","Wisconsin","Both","25-29 yrs","1999","2017","Suicide Injury","2011","48","187608","25.59"
"Males","All Races","Wisconsin","Both","25-29 yrs","1999","2017","Suicide Injury","2012","54","185492","29.11"
"Males","All Races","Wisconsin","Both","25-29 yrs","1999","2017","Suicide Injury","2013","63","183682","34.3"
"Males","All Races","Wisconsin","Both","25-29 yrs","1999","2017","Suicide Injury","2014","39","183642","21.24"
"Males","All Races","Wisconsin","Both","25-29 yrs","1999","2017","Suicide Injury","2015","53","183071","28.95"
"Males","All Races","Wisconsin","Both","25-29 yrs","1999","2017","Suicide Injury","2016","56","184438","30.36"
"Males","All Races","Wisconsin","Both","25-29 yrs","1999","2017","Suicide Injury","2017","67","188944","35.46"
"Males","All Races","Wisconsin","Both","25-29 yrs","1999","2017","Suicide Injury","","904","3388158","26.68"
"Males","All Races","Wyoming","Both","25-29 yrs","1999","2017","Suicide Injury","1999","P","15293","."
"Males","All Races","Wyoming","Both","25-29 yrs","1999","2017","Suicide Injury","2000","P","15473","."
"Males","All Races","Wyoming","Both","25-29 yrs","1999","2017","Suicide Injury","2001","P","14956","."
"Males","All Races","Wyoming","Both","25-29 yrs","1999","2017","Suicide Injury","2002","P","14987","."
"Males","All Races","Wyoming","Both","25-29 yrs","1999","2017","Suicide Injury","2003","P","14994","."
"Males","All Races","Wyoming","Both","25-29 yrs","1999","2017","Suicide Injury","2004","P","15549","."
"Males","All Races","Wyoming","Both","25-29 yrs","1999","2017","Suicide Injury","2005","P","16259","."
"Males","All Races","Wyoming","Both","25-29 yrs","1999","2017","Suicide Injury","2006","14","17467","80.15"
"Males","All Races","Wyoming","Both","25-29 yrs","1999","2017","Suicide Injury","2007","P","19178","."
"Males","All Races","Wyoming","Both","25-29 yrs","1999","2017","Suicide Injury","2008","12","20047","59.86"
"Males","All Races","Wyoming","Both","25-29 yrs","1999","2017","Suicide Injury","2009","12","21794","55.06"
"Males","All Races","Wyoming","Both","25-29 yrs","1999","2017","Suicide Injury","2010","P","21752","."
"Males","All Races","Wyoming","Both","25-29 yrs","1999","2017","Suicide Injury","2011","13","21706","59.89"
"Males","All Races","Wyoming","Both","25-29 yrs","1999","2017","Suicide Injury","2012","16","21770","73.5"
"Males","All Races","Wyoming","Both","25-29 yrs","1999","2017","Suicide Injury","2013","P","21419","."
"Males","All Races","Wyoming","Both","25-29 yrs","1999","2017","Suicide Injury","2014","11","21517","51.12"
"Males","All Races","Wyoming","Both","25-29 yrs","1999","2017","Suicide Injury","2015","11","21481","51.21"
"Males","All Races","Wyoming","Both","25-29 yrs","1999","2017","Suicide Injury","2016","P","21020","."
"Males","All Races","Wyoming","Both","25-29 yrs","1999","2017","Suicide Injury","2017","12","20620","58.2"
"Males","All Races","Wyoming","Both","25-29 yrs","1999","2017","Suicide Injury","","172","357282","48.14"
"Males","All Races","Alabama","Both","30-34 yrs","1999","2017","Suicide Injury","1999","34","148196","22.94"
"Males","All Races","Alabama","Both","30-34 yrs","1999","2017","Suicide Injury","2000","40","148445","26.95"
"Males","All Races","Alabama","Both","30-34 yrs","1999","2017","Suicide Injury","2001","36","148924","24.17"
"Males","All Races","Alabama","Both","30-34 yrs","1999","2017","Suicide Injury","2002","27","149479","18.06"
"Males","All Races","Alabama","Both","30-34 yrs","1999","2017","Suicide Injury","2003","36","149716","24.05"
"Males","All Races","Alabama","Both","30-34 yrs","1999","2017","Suicide Injury","2004","31","147796","20.97"
"Males","All Races","Alabama","Both","30-34 yrs","1999","2017","Suicide Injury","2005","29","145535","19.93"
"Males","All Races","Alabama","Both","30-34 yrs","1999","2017","Suicide Injury","2006","41","141715","28.93"
"Males","All Races","Alabama","Both","30-34 yrs","1999","2017","Suicide Injury","2007","42","140442","29.91"
"Males","All Races","Alabama","Both","30-34 yrs","1999","2017","Suicide Injury","2008","48","140890","34.07"
"Males","All Races","Alabama","Both","30-34 yrs","1999","2017","Suicide Injury","2009","37","144437","25.62"
"Males","All Races","Alabama","Both","30-34 yrs","1999","2017","Suicide Injury","2010","42","146465","28.68"
"Males","All Races","Alabama","Both","30-34 yrs","1999","2017","Suicide Injury","2011","45","149478","30.1"
"Males","All Races","Alabama","Both","30-34 yrs","1999","2017","Suicide Injury","2012","33","150640","21.91"
"Males","All Races","Alabama","Both","30-34 yrs","1999","2017","Suicide Injury","2013","46","151254","30.41"
"Males","All Races","Alabama","Both","30-34 yrs","1999","2017","Suicide Injury","2014","53","150899","35.12"
"Males","All Races","Alabama","Both","30-34 yrs","1999","2017","Suicide Injury","2015","42","149404","28.11"
"Males","All Races","Alabama","Both","30-34 yrs","1999","2017","Suicide Injury","2016","47","147947","31.77"
"Males","All Races","Alabama","Both","30-34 yrs","1999","2017","Suicide Injury","2017","51","147599","34.55"
"Males","All Races","Alabama","Both","30-34 yrs","1999","2017","Suicide Injury","","760","2799261","27.15"
"Males","All Races","Alaska","Both","30-34 yrs","1999","2017","Suicide Injury","1999","P","25070","."
"Males","All Races","Alaska","Both","30-34 yrs","1999","2017","Suicide Injury","2000","P","24059","."
"Males","All Races","Alaska","Both","30-34 yrs","1999","2017","Suicide Injury","2001","P","23680","."
"Males","All Races","Alaska","Both","30-34 yrs","1999","2017","Suicide Injury","2002","P","23424","."
"Males","All Races","Alaska","Both","30-34 yrs","1999","2017","Suicide Injury","2003","P","23085","."
"Males","All Races","Alaska","Both","30-34 yrs","1999","2017","Suicide Injury","2004","11","22854","48.13"
"Males","All Races","Alaska","Both","30-34 yrs","1999","2017","Suicide Injury","2005","P","22431","."
"Males","All Races","Alaska","Both","30-34 yrs","1999","2017","Suicide Injury","2006","P","22349","."
"Males","All Races","Alaska","Both","30-34 yrs","1999","2017","Suicide Injury","2007","12","22473","53.4"
"Males","All Races","Alaska","Both","30-34 yrs","1999","2017","Suicide Injury","2008","13","22897","56.78"
"Males","All Races","Alaska","Both","30-34 yrs","1999","2017","Suicide Injury","2009","P","23558","."
"Males","All Races","Alaska","Both","30-34 yrs","1999","2017","Suicide Injury","2010","12","24861","48.27"
"Males","All Races","Alaska","Both","30-34 yrs","1999","2017","Suicide Injury","2011","P","26147","."
"Males","All Races","Alaska","Both","30-34 yrs","1999","2017","Suicide Injury","2012","21","27387","76.68"
"Males","All Races","Alaska","Both","30-34 yrs","1999","2017","Suicide Injury","2013","20","28656","69.79"
"Males","All Races","Alaska","Both","30-34 yrs","1999","2017","Suicide Injury","2014","16","29440","54.35"
"Males","All Races","Alaska","Both","30-34 yrs","1999","2017","Suicide Injury","2015","P","29821","."
"Males","All Races","Alaska","Both","30-34 yrs","1999","2017","Suicide Injury","2016","16","30472","52.51"
"Males","All Races","Alaska","Both","30-34 yrs","1999","2017","Suicide Injury","2017","20","30359","65.88"
"Males","All Races","Alaska","Both","30-34 yrs","1999","2017","Suicide Injury","","206","483023","42.65"
"Males","All Races","Arizona","Both","30-34 yrs","1999","2017","Suicide Injury","1999","64","190370","33.62"
"Males","All Races","Arizona","Both","30-34 yrs","1999","2017","Suicide Injury","2000","49","192891","25.4"
"Males","All Races","Arizona","Both","30-34 yrs","1999","2017","Suicide Injury","2001","58","195996","29.59"
"Males","All Races","Arizona","Both","30-34 yrs","1999","2017","Suicide Injury","2002","55","199463","27.57"
"Males","All Races","Arizona","Both","30-34 yrs","1999","2017","Suicide Injury","2003","66","199915","33.01"
"Males","All Races","Arizona","Both","30-34 yrs","1999","2017","Suicide Injury","2004","49","200612","24.43"
"Males","All Races","Arizona","Both","30-34 yrs","1999","2017","Suicide Injury","2005","61","201856","30.22"
"Males","All Races","Arizona","Both","30-34 yrs","1999","2017","Suicide Injury","2006","47","203553","23.09"
